"title","type","year","length","numVotes","averageRating","director","birthYear","deathYear","genre_animation","genre_action","genre_adventure","genre_comedy","genre_documentary","genre_fantasy","genre_romance","genre_sci_fi","genre_thriller"
"Blonde Crazy","movie",1931,79,2255,7.1,"Roy Del Ruth",1893,1961,0,0,0,1,0,0,0,0,0
"The Champ","movie",1931,86,3511,7.2,"King Vidor",1894,1982,0,0,0,0,0,0,0,0,0
"La Chienne","movie",1931,91,4720,7.5,"Jean Renoir",1894,1979,0,0,0,0,0,0,0,0,0
"Cimarron","movie",1931,123,6730,5.8,"Wesley Ruggles",1889,1972,0,0,0,0,0,0,0,0,0
"City Lights","movie",1931,87,192188,8.5,"Charles Chaplin",1889,1977,0,0,0,1,0,0,1,0,0
"Dishonored","movie",1931,91,2995,7.2,"Josef von Sternberg",1894,1969,0,0,0,0,0,0,1,0,0
"Dracula","movie",1931,75,57063,7.4,"Tod Browning",1880,1962,0,0,0,0,0,1,0,0,0
"Drácula","movie",1931,104,4962,7,"George Melford",1877,1961,0,0,0,0,0,1,0,0,0
"The Threepenny Opera","movie",1931,104,2492,7.2,"Georg Wilhelm Pabst",1885,1967,0,0,0,1,0,0,0,0,0
"Five Star Final","movie",1931,89,2402,7.3,"Mervyn LeRoy",1900,1987,0,0,0,0,0,0,0,0,0
"Frankenstein","movie",1931,70,77823,7.8,"James Whale",1889,1957,0,0,0,0,0,0,0,1,0
"A Free Soul","movie",1931,93,2870,6.6,"Clarence Brown",1890,1987,0,0,0,0,0,0,1,0,0
"The Front Page","movie",1931,101,3315,6.7,"Lewis Milestone",1895,1980,0,0,0,1,0,0,0,0,0
"The Smiling Lieutenant","movie",1931,93,4049,7.2,"Ernst Lubitsch",1892,1947,0,0,0,1,0,0,1,0,0
"Limit","movie",1931,114,2761,7.1,"Mario Peixoto",1908,1992,0,0,0,0,0,0,1,0,0
"M","movie",1931,117,165024,8.3,"Fritz Lang",1890,1976,0,0,0,0,0,0,0,0,1
"The Maltese Falcon","movie",1931,80,3274,6.8,"Roy Del Ruth",1893,1961,0,0,0,0,0,0,0,0,0
"Marius","movie",1931,130,2510,7.8,"Alexander Korda",1893,1956,0,0,0,1,0,0,1,0,0
"Le Million","movie",1931,91,3763,7.4,"René Clair",1898,1981,0,0,0,1,0,0,0,0,0
"The Miracle Woman","movie",1931,90,2214,7.2,"Frank Capra",1897,1991,0,0,0,0,0,0,1,0,0
"Monkey Business","movie",1931,77,14051,7.4,"Norman Z. McLeod",1895,1964,0,0,0,1,0,0,0,0,0
"Mädchen in Uniform","movie",1931,88,3568,7.6,"Leontine Sagan",1889,1974,0,0,0,0,0,0,1,0,0
"Night Nurse","movie",1931,72,4313,7,"William A. Wellman",1896,1975,0,0,0,1,0,0,0,0,0
"Pardon Us","movie",1931,56,2741,6.8,"James Parrott",1897,1939,0,0,0,1,0,0,0,0,0
"Platinum Blonde","movie",1931,89,3297,6.8,"Frank Capra",1897,1991,0,0,0,1,0,0,1,0,0
"Possessed","movie",1931,76,2263,6.9,"Clarence Brown",1890,1987,0,0,0,0,0,0,1,0,0
"The Public Enemy","movie",1931,83,22537,7.6,"William A. Wellman",1896,1975,0,0,0,0,0,0,0,0,0
"The Skin Game","movie",1931,85,3413,5.7,"Alfred Hitchcock",1899,1980,0,0,0,0,0,0,0,0,0
"Smart Money","movie",1931,81,2179,6.8,"Alfred E. Green",1889,1960,0,0,0,0,0,0,0,0,0
"Svengali","movie",1931,81,2347,6.8,"Archie Mayo",1891,1968,0,0,0,0,0,0,1,0,0
"Tabu: A Story of the South Seas","movie",1931,86,6257,7.4,"F.W. Murnau",1888,1931,0,0,1,0,0,0,1,0,0
"Taris","short",1931,10,2454,6.7,"Jean Vigo",1905,1934,0,0,0,0,1,0,0,0,0
"Waterloo Bridge","movie",1931,81,3112,7.4,"James Whale",1889,1957,0,0,0,0,0,0,1,0,0
"À Nous la Liberté","movie",1931,104,4862,7.4,"René Clair",1898,1981,0,0,0,1,0,0,0,0,0
"American Madness","movie",1932,75,2195,7.4,"Roy William Neill",1887,1946,0,0,0,0,0,0,0,0,0
"Blonde Venus","movie",1932,93,5462,7.1,"Josef von Sternberg",1894,1969,0,0,0,0,0,0,0,0,0
"Boudu Saved from Drowning","movie",1932,85,6071,7.2,"Jean Renoir",1894,1979,0,0,0,1,0,0,0,0,0
"County Hospital","short",1932,19,2395,7.3,"James Parrott",1897,1939,0,0,0,1,0,0,0,0,0
"Doctor X","movie",1932,76,4037,6.4,"Michael Curtiz",1886,1962,0,0,0,1,0,0,0,0,0
"Dr. Jekyll and Mr. Hyde","movie",1931,98,15310,7.6,"Rouben Mamoulian",1897,1987,0,0,0,0,0,0,0,1,0
"Ecstasy","movie",1933,82,2710,6.6,"Gustav Machatý",1901,1963,0,0,0,0,0,0,1,0,0
"A Farewell to Arms","movie",1932,80,6587,6.4,"Frank Borzage",1894,1962,0,0,0,0,0,0,1,0,0
"Flowers and Trees","short",1932,8,3576,7.3,"Burt Gillett",1891,1971,1,0,0,1,0,0,0,0,0
"Freaks","movie",1932,64,49388,7.8,"Tod Browning",1880,1962,0,0,0,0,0,0,0,0,0
"Grand Hotel","movie",1932,112,20436,7.3,"Edmund Goulding",1891,1959,0,0,0,0,0,0,1,0,0
"Helpmates","short",1932,21,2516,7.7,"James Parrott",1897,1939,0,0,0,1,0,0,0,0,0
"Horse Feathers","movie",1932,68,13158,7.5,"Norman Z. McLeod",1895,1964,0,0,0,1,0,0,0,0,0
"Las Hurdes","short",1933,30,6132,7.3,"Luis Buñuel",1900,1983,0,0,0,0,1,0,0,0,0
"I Am a Fugitive from a Chain Gang","movie",1932,92,14144,8.2,"Mervyn LeRoy",1900,1987,0,0,0,0,0,0,0,0,0
"If I Had a Million","movie",1932,88,2225,6.9,"James Cruze",1884,1942,0,0,0,1,0,0,0,0,0
"Jewel Robbery","movie",1932,68,2491,7.2,"William Dieterle",1893,1972,0,0,0,1,0,0,1,0,0
"Love Me Tonight","movie",1932,104,4509,7.5,"Rouben Mamoulian",1897,1987,0,0,0,1,0,0,1,0,0
"The Mask of Fu Manchu","movie",1932,68,3642,6.2,"Charles Brabin",1882,1957,0,0,1,0,0,0,0,1,0
"Mata Hari","movie",1931,89,3879,6.6,"George Fitzmaurice",1885,1940,0,0,0,0,0,0,1,0,0
"The Most Dangerous Game","movie",1932,63,13616,7.1,"Irving Pichel",1891,1954,0,1,1,0,0,0,0,0,0
"The Mummy","movie",1932,73,29332,7,"Karl Freund",1890,1969,0,0,0,0,0,1,0,0,0
"Murders in the Rue Morgue","movie",1932,61,5030,6.3,"Robert Florey",1900,1979,0,0,0,0,0,0,0,0,0
"The Music Box","short",1932,29,7901,7.9,"James Parrott",1897,1939,0,0,0,1,0,0,0,0,0
"Number 17","movie",1932,66,5292,5.7,"Alfred Hitchcock",1899,1980,0,0,0,0,0,0,0,0,1
"The Old Dark House","movie",1932,72,12520,7,"James Whale",1889,1957,0,0,1,1,0,0,0,0,0
"One Hour with You","movie",1932,78,2833,7.1,"George Cukor",1899,1983,0,0,0,1,0,0,1,0,0
"One Way Passage","movie",1932,67,4274,7.5,"Tay Garnett",1894,1977,0,0,0,1,0,0,1,0,0
"Pack Up Your Troubles","movie",1932,68,2608,7.2,"George Marshall",1891,1975,0,0,0,1,0,0,0,0,0
"Rain","movie",1932,94,2943,6.9,"Lewis Milestone",1895,1980,0,0,0,0,0,0,0,0,0
"Red Dust","movie",1932,83,4803,7.2,"Victor Fleming",1889,1949,0,0,0,1,0,0,1,0,0
"Red-Headed Woman","movie",1932,79,3466,7,"Jack Conway",1887,1952,0,0,0,1,0,0,1,0,0
"East of Shanghai","movie",1931,110,4724,5.7,"Alfred Hitchcock",1899,1980,0,0,0,1,0,0,1,0,0
"Santa's Workshop","short",1932,7,2630,7.2,"Wilfred Jackson",1906,1988,1,0,0,0,0,0,0,0,0
"Scarface","movie",1932,93,29586,7.7,"Howard Hawks",1896,1977,0,1,0,0,0,0,0,0,0
"Shanghai Express","movie",1932,82,10012,7.3,"Josef von Sternberg",1894,1969,0,0,1,0,0,0,0,0,0
"The Sign of the Cross","movie",1932,125,2601,6.8,"Cecil B. DeMille",1881,1959,0,0,0,0,0,0,0,0,0
"Tarzan the Ape Man","movie",1932,100,8024,7,"W.S. Van Dyke",1889,1943,0,1,1,0,0,0,1,0,0
"The Testament of Dr. Mabuse","movie",1933,122,13337,7.9,"Fritz Lang",1890,1976,0,0,0,0,0,0,0,0,1
"Three on a Match","movie",1932,63,4224,7.1,"Mervyn LeRoy",1900,1987,0,0,0,0,0,0,1,0,0
"Towed in a Hole","short",1932,21,2427,7.6,"George Marshall",1891,1975,0,0,0,1,0,0,0,0,0
"Trouble in Paradise","movie",1932,83,15796,7.9,"Ernst Lubitsch",1892,1947,0,0,0,1,0,0,1,0,0
"I Was Born, But...","movie",1932,100,5982,7.9,"Yasujirô Ozu",1903,1963,0,0,0,1,0,0,0,0,0
"Vampyr","movie",1932,75,19989,7.4,"Carl Theodor Dreyer",1889,1968,0,0,0,0,0,1,0,0,0
"What Price Hollywood?","movie",1932,88,2544,7,"George Cukor",1899,1983,0,0,0,0,0,0,1,0,0
"White Zombie","movie",1932,69,11390,6.2,"Victor Halperin",1895,1983,0,0,0,0,0,0,0,0,0
"20,000 Years in Sing Sing","movie",1932,78,2918,6.8,"Michael Curtiz",1886,1962,0,0,0,0,0,0,0,0,0
"Alice in Wonderland","movie",1933,76,2522,6.3,"Norman Z. McLeod",1895,1964,0,0,1,0,0,1,0,0,0
"Baby Face","movie",1933,71,7728,7.5,"Alfred E. Green",1889,1960,0,0,0,0,0,0,1,0,0
"The Bitter Tea of General Yen","movie",1932,88,4185,6.9,"Frank Capra",1897,1991,0,0,0,0,0,0,1,0,0
"Bombshell","movie",1933,96,3044,7.1,"Victor Fleming",1889,1949,0,0,0,1,0,0,0,0,0
"Busy Bodies","short",1933,19,2922,7.7,"Lloyd French",1900,1950,0,0,0,1,0,0,0,0,0
"Cavalcade","movie",1933,112,5707,5.8,"Frank Lloyd",1886,1960,0,0,0,0,0,0,1,0,0
"Dancing Lady","movie",1933,92,2611,6.7,"Robert Z. Leonard",1889,1968,0,0,0,1,0,0,1,0,0
"Design for Living","movie",1933,91,7440,7.4,"Ernst Lubitsch",1892,1947,0,0,0,1,0,0,1,0,0
"The Devil's Brother","movie",1933,90,2049,7.1,"Hal Roach",1892,1992,0,0,0,1,0,0,0,0,0
"Dinner at Eight","movie",1933,111,8811,7.5,"George Cukor",1899,1983,0,0,0,0,0,0,0,0,0
"Duck Soup","movie",1933,69,61984,7.8,"Leo McCarey",1896,1969,0,0,0,1,0,0,0,0,0
"Flying Down to Rio","movie",1933,89,3914,6.6,"Thornton Freeland",1898,1987,0,0,0,1,0,0,1,0,0
"Footlight Parade","movie",1933,104,5943,7.5,"Lloyd Bacon",1889,1955,0,0,0,1,0,0,1,0,0
"42nd Street","movie",1933,89,12751,7.3,"Lloyd Bacon",1889,1955,0,0,0,1,0,0,0,0,0
"The Ghoul","movie",1933,77,3152,5.8,"T. Hayes Hunter",1884,1944,0,1,0,0,0,0,0,0,0
"Gold Diggers of 1933","movie",1933,97,8939,7.7,"Mervyn LeRoy",1900,1987,0,0,0,1,0,0,0,0,0
"Heroes for Sale","movie",1933,76,2462,7.4,"William A. Wellman",1896,1975,0,0,0,0,0,0,1,0,0
"I'm No Angel","movie",1933,87,3800,6.9,"Wesley Ruggles",1889,1972,0,0,0,1,0,0,1,0,0
"The Invisible Man","movie",1933,71,38882,7.6,"James Whale",1889,1957,0,0,0,0,0,0,0,1,0
"Island of Lost Souls","movie",1932,70,10591,7.4,"Erle C. Kenton",1896,1980,0,0,0,0,0,0,0,1,0
"The Kennel Murder Case","movie",1933,73,3874,6.9,"Michael Curtiz",1886,1962,0,0,0,0,0,0,0,0,0
"King Kong","movie",1933,100,89262,7.9,"Merian C. Cooper",1893,1973,0,0,1,0,0,0,0,1,0
"Lady for a Day","movie",1933,96,4513,7.4,"Frank Capra",1897,1991,0,0,0,1,0,0,0,0,0
"Little Women","movie",1933,115,7712,7.2,"George Cukor",1899,1983,0,0,0,0,0,0,1,0,0
"Morning Glory","movie",1933,74,3217,6.4,"Lowell Sherman",1888,1934,0,0,0,0,0,0,1,0,0
"Mystery of the Wax Museum","movie",1933,77,6499,6.8,"Michael Curtiz",1886,1962,0,0,0,0,0,0,0,0,1
"The Private Life of Henry VIII","movie",1933,97,4707,7,"Alexander Korda",1893,1956,0,0,0,0,0,0,0,0,0
"Queen Christina","movie",1933,99,8414,7.5,"Rouben Mamoulian",1897,1987,0,0,0,0,0,0,1,0,0
"She Done Him Wrong","movie",1933,66,6810,6.3,"Lowell Sherman",1888,1934,0,0,0,1,0,0,0,0,0
"Snow-White","short",1933,7,2142,7.4,"Dave Fleischer",1894,1979,1,0,0,1,0,0,0,0,0
"Son of Kong","movie",1933,70,5087,5.6,"Ernest B. Schoedsack",1893,1979,0,0,1,0,0,0,0,0,0
"Sons of the Desert","movie",1933,68,9399,7.5,"William A. Seiter",1890,1964,0,0,0,1,0,0,0,0,0
"Three Little Pigs","short",1933,9,6492,7.5,"Burt Gillett",1891,1971,1,0,0,1,0,0,0,0,0
"The Vampire Bat","movie",1933,65,2940,5.7,"Frank R. Strayer",1891,1964,0,0,0,0,0,0,0,0,0
"Wild Boys of the Road","movie",1933,68,2269,7.5,"William A. Wellman",1896,1975,0,0,1,0,0,0,0,0,0
"Zero for Conduct","short",1933,44,9179,7.2,"Jean Vigo",1905,1934,0,0,0,0,0,0,0,0,0
"L'Atalante","movie",1934,89,17108,7.7,"Jean Vigo",1905,1934,0,0,0,1,0,0,1,0,0
"March of the Wooden Soldiers","movie",1934,77,7296,7.1,"Gus Meins",1893,1940,0,0,0,1,0,1,0,0,0
"The Barretts of Wimpole Street","movie",1934,109,2064,6.9,"Sidney Franklin",1893,1972,0,0,0,0,0,0,1,0,0
"The Big Bad Wolf","short",1934,9,2227,6.9,"Burt Gillett",1891,1971,1,0,1,1,0,0,0,0,0
"The Black Cat","movie",1934,65,12466,6.9,"Edgar G. Ulmer",1904,1972,0,0,1,0,0,0,0,0,0
"Bright Eyes","movie",1934,85,2407,7.2,"David Butler",1894,1979,0,0,0,1,0,0,0,0,0
"Charlie Chan in London","movie",1934,79,2127,7,"Eugene Forde",1898,1986,0,0,0,0,0,0,0,0,0
"Cleopatra","movie",1934,100,4493,6.8,"Cecil B. DeMille",1881,1959,0,0,0,0,0,0,0,0,0
"The Count of Monte Cristo","movie",1934,113,3134,7.4,"Rowland V. Lee",1891,1975,0,1,1,0,0,0,0,0,0
"Dames","movie",1934,91,2333,7,"Ray Enright",1896,1965,0,0,0,1,0,0,0,0,0
"Death Takes a Holiday","movie",1934,79,2352,6.9,"Mitchell Leisen",1898,1972,0,0,0,0,0,1,1,0,0
"The Gay Divorcee","movie",1934,107,8398,7.4,"Mark Sandrich",1900,1945,0,0,0,1,0,0,1,0,0
"Imitation of Life","movie",1934,111,5422,7.5,"John M. Stahl",1886,1950,0,0,0,1,0,0,1,0,0
"It Happened One Night","movie",1934,105,109519,8.1,"Frank Capra",1897,1991,0,0,0,1,0,0,1,0,0
"It's a Gift","movie",1934,68,5675,7.1,"Norman Z. McLeod",1895,1964,0,0,0,1,0,0,0,0,0
"Jimmy the Gent","movie",1934,67,2007,6.6,"Michael Curtiz",1886,1962,0,0,0,1,0,0,0,0,0
"Judge Priest","movie",1934,80,2450,6.2,"John Ford",1894,1973,0,0,0,1,0,0,1,0,0
"The Lost Patrol","movie",1934,73,3532,6.8,"John Ford",1894,1973,0,1,1,0,0,0,0,0,0
"The Man Who Knew Too Much","movie",1934,75,20513,6.7,"Alfred Hitchcock",1899,1980,0,0,0,0,0,0,0,0,1
"Man of Aran","movie",1934,76,2276,7.2,"Robert J. Flaherty",1884,1951,0,0,0,0,1,0,0,0,0
"Manhattan Melodrama","movie",1934,93,4707,7.1,"W.S. Van Dyke",1889,1943,0,0,0,0,0,0,1,0,0
"Maniac","movie",1934,51,2638,3.7,"Dwain Esper",1893,1982,0,0,0,0,0,0,0,1,0
"The Merry Widow","movie",1934,99,3162,7.2,"Ernst Lubitsch",1892,1947,0,0,0,1,0,0,1,0,0
"Of Human Bondage","movie",1934,83,8062,7,"John Cromwell",1886,1979,0,0,0,0,0,0,1,0,0
"Our Daily Bread","movie",1934,80,2146,7,"King Vidor",1894,1982,0,0,0,0,0,0,1,0,0
"The Scarlet Empress","movie",1934,104,7083,7.5,"Josef von Sternberg",1894,1969,0,0,0,0,0,0,1,0,0
"The Scarlet Pimpernel","movie",1934,97,4647,7.3,"Harold Young",1897,1972,0,0,1,0,0,0,0,0,0
"Tarzan and His Mate","movie",1934,104,5445,7.2,"Jack Conway",1887,1952,0,1,1,0,0,0,1,0,0
"Them Thar Hills","short",1934,20,2287,7.6,"Charley Rogers",1887,1956,0,0,0,1,0,0,0,0,0
"The Thin Man","movie",1934,91,31811,7.9,"W.S. Van Dyke",1889,1943,0,0,0,1,0,0,0,0,0
"Toni","movie",1935,84,2050,7.2,"Jean Renoir",1894,1979,0,0,0,0,0,0,1,0,0
"Treasure Island","movie",1934,110,3057,7.1,"Victor Fleming",1889,1949,0,0,1,0,0,0,0,0,0
"Triumph of the Will","movie",1935,114,18051,7.1,"Leni Riefenstahl",1902,2003,0,0,0,0,1,0,0,0,0
"Twentieth Century","movie",1934,91,7095,7.3,"Howard Hawks",1896,1977,0,0,0,1,0,0,1,0,0
"A Story of Floating Weeds","movie",1934,86,3341,7.7,"Yasujirô Ozu",1903,1963,0,0,0,0,0,0,0,0,0
"The Wise Little Hen","short",1934,8,2432,7,"Wilfred Jackson",1906,1988,1,0,0,1,0,0,0,0,0
"The 39 Steps","movie",1935,86,60220,7.6,"Alfred Hitchcock",1899,1980,0,0,0,0,0,0,0,0,1
"Alice Adams","movie",1935,99,4424,6.9,"George Stevens",1904,1975,0,0,0,1,0,0,1,0,0
"Anna Karenina","movie",1935,95,5683,7,"Clarence Brown",1890,1987,0,0,0,0,0,0,1,0,0
"The Band Concert","short",1935,9,3823,7.8,"Wilfred Jackson",1906,1988,1,0,0,1,0,0,0,0,0
"The Black Room","movie",1935,68,2182,6.9,"Roy William Neill",1887,1946,0,0,0,0,0,0,0,0,0
"Bonnie Scotland","movie",1935,80,2063,6.7,"James W. Horne",1881,1942,0,0,0,1,0,0,0,0,0
"The Bride of Frankenstein","movie",1935,75,51856,7.8,"James Whale",1889,1957,0,0,0,0,0,0,0,1,0
"Call of the Wild","movie",1935,95,2440,6.8,"William A. Wellman",1896,1975,0,0,1,0,0,0,0,0,0
"Captain Blood","movie",1935,119,15371,7.7,"Michael Curtiz",1886,1962,0,1,1,0,0,0,0,0,0
"Charlie Chan in Egypt","movie",1935,73,2133,6.6,"Louis King",1898,1962,0,0,0,0,0,0,0,0,0
"China Seas","movie",1935,87,2783,6.9,"Tay Garnett",1894,1977,0,1,1,0,0,0,0,0,0
"Crime and Punishment","movie",1935,88,2183,6.9,"Josef von Sternberg",1894,1969,0,0,0,0,0,0,0,0,0
"Curly Top","movie",1935,75,2059,6.8,"Irving Cummings",1888,1959,0,0,0,0,0,0,1,0,0
"Dangerous","movie",1935,79,3581,6.8,"Alfred E. Green",1889,1960,0,0,0,0,0,0,1,0,0
"David Copperfield","movie",1935,130,4614,7.4,"George Cukor",1899,1983,0,0,1,0,0,0,0,0,0
"The Devil Is a Woman","movie",1935,79,3843,6.9,"Josef von Sternberg",1894,1969,0,0,0,1,0,0,1,0,0
"'G' Men","movie",1935,85,4227,7.1,"William Keighley",1889,1984,0,0,0,0,0,0,0,0,0
"Gold Diggers of 1935","movie",1935,95,2888,6.9,"Busby Berkeley",1895,1976,0,0,0,1,0,0,1,0,0
"Hands Across the Table","movie",1935,80,2087,7,"Mitchell Leisen",1898,1972,0,0,0,1,0,0,1,0,0
"The Informer","movie",1935,91,6959,7.4,"John Ford",1894,1973,0,0,0,0,0,0,0,0,0
"The Lives of a Bengal Lancer","movie",1935,109,3174,7,"Henry Hathaway",1898,1985,0,0,1,0,0,0,0,0,0
"Mad Love","movie",1935,68,5744,7.2,"Karl Freund",1890,1969,0,0,0,0,0,0,1,1,0
"Mark of the Vampire","movie",1935,60,5461,6.2,"Tod Browning",1880,1962,0,0,0,0,0,0,0,0,0
"A Midsummer Night's Dream","movie",1935,133,3808,6.8,"William Dieterle",1893,1972,0,0,0,1,0,1,1,0,0
"Les Misérables","movie",1935,108,3836,7.7,"Richard Boleslawski",1889,1937,0,0,0,0,0,0,1,0,0
"Mutiny on the Bounty","movie",1935,132,24344,7.6,"Frank Lloyd",1886,1960,0,0,1,0,0,0,0,0,0
"A Night at the Opera","movie",1935,96,34208,7.8,"Sam Wood",1883,1949,0,0,0,1,0,0,0,0,0
"Peter Ibbetson","movie",1935,85,2496,6.9,"Henry Hathaway",1898,1985,0,0,0,0,0,1,1,0,0
"The Raven","movie",1935,61,6471,6.8,"Lew Landers",1901,1962,0,0,0,0,0,0,0,0,0
"Roberta","movie",1935,106,3592,7,"William A. Seiter",1890,1964,0,0,0,1,0,0,1,0,0
"Ruggles of Red Gap","movie",1935,90,4379,7.6,"Leo McCarey",1896,1969,0,0,0,1,0,0,1,0,0
"Scrooge","movie",1935,78,2467,6.5,"Henry Edwards",1882,1952,0,0,0,0,0,1,0,0,0
"Sylvia Scarlett","movie",1935,95,4422,6.2,"George Cukor",1899,1983,0,0,0,1,0,0,1,0,0
"A Tale of Two Cities","movie",1935,128,6152,7.8,"Jack Conway",1887,1952,0,0,0,0,0,0,1,0,0
"Tit for Tat","short",1935,19,2429,7.5,"Charley Rogers",1887,1956,0,0,0,1,0,0,0,0,0
"Top Hat","movie",1935,101,20285,7.7,"Mark Sandrich",1900,1945,0,0,0,1,0,0,1,0,0
"The Tortoise and the Hare","short",1935,9,3433,7.1,"Wilfred Jackson",1906,1988,1,0,0,1,0,0,0,0,0
"Werewolf of London","movie",1935,75,6317,6.3,"Stuart Walker",1888,1941,0,0,0,0,0,1,0,0,0
"The Whole Town's Talking","movie",1935,93,3109,7.3,"John Ford",1894,1973,0,0,0,1,0,0,0,0,0
"After the Thin Man","movie",1936,112,11828,7.6,"W.S. Van Dyke",1889,1943,0,0,0,1,0,0,0,0,0
"The Amazing Adventure","movie",1936,80,2105,6.3,"Alfred Zeisler",1897,1985,0,0,0,1,0,0,1,0,0
"The Lower Depths","movie",1936,95,3606,7.5,"Jean Renoir",1894,1979,0,0,0,0,0,0,1,0,0
"Black Legion","movie",1937,83,3813,6.9,"Archie Mayo",1891,1968,0,0,0,0,0,0,0,0,0
"The Bohemian Girl","movie",1936,71,2187,6.6,"James W. Horne",1881,1942,0,0,0,1,0,0,0,0,0
"Bullets or Ballots","movie",1936,82,3377,7,"William Keighley",1889,1984,0,0,0,0,0,0,0,0,0
"Cain and Mabel","movie",1936,90,2039,6.4,"Lloyd Bacon",1889,1955,0,0,0,1,0,0,0,0,0
"The Charge of the Light Brigade","movie",1936,115,5350,7,"Michael Curtiz",1886,1962,0,1,1,0,0,0,1,0,0
"Charlie Chan at the Opera","movie",1936,68,2228,7.2,"H. Bruce Humberstone",1901,1984,0,0,0,0,0,0,0,0,0
"Come and Get It","movie",1936,99,2263,6.9,"William Wyler",1902,1981,0,0,0,0,0,0,1,0,0
"The Crime of Monsieur Lange","movie",1936,80,3639,7.3,"Jean Renoir",1894,1979,0,0,0,1,0,0,0,0,0
"Desire","movie",1936,95,2718,7.1,"Frank Borzage",1894,1962,0,0,0,1,0,0,1,0,0
"The Devil-Doll","movie",1936,78,4781,7,"Tod Browning",1880,1962,0,0,0,0,0,0,0,1,0
"Disorder in the Court","short",1936,16,2240,7.9,"Jack White",1897,1984,0,0,0,1,0,0,0,0,0
"Dodsworth","movie",1936,101,9894,7.8,"William Wyler",1902,1981,0,0,0,0,0,0,1,0,0
"Dracula's Daughter","movie",1936,71,7721,6.3,"Lambert Hillyer",1889,1969,0,0,0,0,0,1,0,0,0
"The Ex-Mrs. Bradford","movie",1936,82,2146,6.9,"Stephen Roberts",1895,1936,0,0,0,1,0,0,0,0,0
"Flash Gordon","movie",1936,245,2588,7,"Frederick Stephani",1903,1962,0,1,1,0,0,0,0,0,0
"Follow the Fleet","movie",1936,110,4620,7.1,"Mark Sandrich",1900,1945,0,0,0,1,0,0,1,0,0
"Fury","movie",1936,92,13418,7.8,"Fritz Lang",1890,1976,0,0,0,0,0,0,0,0,0
"Sisters of the Gion","movie",1936,69,2911,7.4,"Kenji Mizoguchi",1898,1956,0,0,0,0,0,0,0,0,0
"The Great Ziegfeld","movie",1936,176,8765,6.6,"Robert Z. Leonard",1889,1968,0,0,0,0,0,0,0,0,0
"The Only Son","movie",1936,87,3908,7.7,"Yasujirô Ozu",1903,1963,0,0,0,0,0,0,0,0,0
"I Love to Singa","short",1936,8,2042,7.6,"Tex Avery",1908,1980,1,0,0,1,0,0,0,0,0
"The Invisible Ray","movie",1935,80,2806,6.5,"Lambert Hillyer",1889,1969,0,0,0,0,0,0,0,1,1
"Libeled Lady","movie",1936,98,8702,7.8,"Jack Conway",1887,1952,0,0,0,1,0,0,1,0,0
"Little Lord Fauntleroy","movie",1936,102,2384,7.3,"John Cromwell",1886,1979,0,0,0,0,0,0,0,0,0
"Mary of Scotland","movie",1936,123,2749,6.3,"John Ford",1894,1973,0,0,0,0,0,0,0,0,0
"Modern Times","movie",1936,87,253779,8.5,"Charles Chaplin",1889,1977,0,0,0,1,0,0,1,0,0
"Mr. Deeds Goes to Town","movie",1936,115,22761,7.8,"Frank Capra",1897,1991,0,0,0,1,0,0,1,0,0
"My Man Godfrey","movie",1936,94,25828,7.9,"Gregory La Cava",1892,1952,0,0,0,1,0,0,1,0,0
"Osaka Elegy","movie",1936,71,2529,7.2,"Kenji Mizoguchi",1898,1956,0,0,0,1,0,0,0,0,0
"Our Relations","movie",1936,71,3387,7.3,"Harry Lachman",1886,1975,0,0,0,1,0,0,0,0,0
"The Petrified Forest","movie",1936,82,14665,7.5,"Archie Mayo",1891,1968,0,0,0,0,0,0,0,0,1
"The Plainsman","movie",1936,113,2375,6.8,"Cecil B. DeMille",1881,1959,0,0,0,0,0,0,0,0,0
"Popeye the Sailor Meets Sindbad the Sailor","short",1936,16,3842,7.3,"Dave Fleischer",1894,1979,1,0,1,1,0,0,0,0,0
"The Prisoner of Shark Island","movie",1936,96,2475,7.2,"John Ford",1894,1973,0,0,0,0,0,0,0,0,0
"The Story of a Cheat","movie",1936,81,2440,7.6,"Sacha Guitry",1885,1957,0,0,0,1,0,0,0,0,0
"Romeo and Juliet","movie",1936,125,2163,6.5,"George Cukor",1899,1983,0,0,0,0,0,0,1,0,0
"Sabotage","movie",1936,76,18206,7,"Alfred Hitchcock",1899,1980,0,0,0,0,0,0,0,0,1
"San Francisco","movie",1936,115,5969,7.2,"W.S. Van Dyke",1889,1943,0,0,0,0,0,0,1,0,0
"Satan Met a Lady","movie",1936,74,2412,5.9,"William Dieterle",1893,1972,0,0,0,1,0,0,0,0,0
"Secret Agent","movie",1936,86,8862,6.4,"Alfred Hitchcock",1899,1980,0,0,0,0,0,0,0,0,1
"Show Boat","movie",1936,113,3613,7.4,"James Whale",1889,1957,0,0,0,1,0,0,0,0,0
"The Story of Louis Pasteur","movie",1936,86,3035,7.3,"William Dieterle",1893,1972,0,0,0,0,0,0,0,0,0
"Swing Time","movie",1936,103,14366,7.5,"George Stevens",1904,1975,0,0,0,1,0,0,1,0,0
"Tarzan Escapes","movie",1936,89,3531,6.5,"Richard Thorpe",1896,1991,0,1,1,0,0,0,0,0,0
"Reefer Madness","movie",1936,66,9081,3.7,"Louis J. Gasnier",1875,1963,0,0,0,1,0,0,0,0,0
